Id,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Total; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
0500000US23005,"Cumberland County, Maine",25793,2586,10,6255,24.3
0500000US23007,"Franklin County, Maine",3294,335,10.2,1001,30.4
0500000US23009,"Hancock County, Maine",4200,326,7.8,1036,24.7
0500000US23011,"Kennebec County, Maine",10405,1092,10.5,3759,36.1
0500000US23013,"Knox County, Maine",2547,424,16.6,1121,44
0500000US23015,"Lincoln County, Maine",2157,450,20.9,831,38.5
0500000US23017,"Oxford County, Maine",4105,778,19,1437,35
0500000US23019,"Penobscot County, Maine",18369,1876,10.2,4018,21.9
0500000US23021,"Piscataquis County, Maine",985,158,16,414,42
0500000US23023,"Sagadahoc County, Maine",2457,283,11.5,1273,51.8
0500000US23025,"Somerset County, Maine",3635,596,16.4,1273,35
0500000US23027,"Waldo County, Maine",2970,345,11.6,1228,41.3
0500000US23029,"Washington County, Maine",2461,423,17.2,793,32.2
0500000US23031,"York County, Maine",15556,1450,9.3,5615,36.1
0500000US24001,"Allegany County, Maryland",9467,868,9.2,2844,30
0500000US24003,"Anne Arundel County, Maryland",50063,5906,11.8,14572,29.1
0500000US24005,"Baltimore County, Maryland",79610,6551,8.2,23654,29.7
0500000US24009,"Calvert County, Maryland",7770,628,8.1,2981,38.4
0500000US24011,"Caroline County, Maryland",2817,553,19.6,1157,41.1
0500000US24013,"Carroll County, Maryland",15085,1001,6.6,4539,30.1
0500000US24015,"Cecil County, Maryland",9217,1589,17.2,3196,34.7
0500000US24017,"Charles County, Maryland",14072,1619,11.5,5018,35.7
0500000US24019,"Dorchester County, Maryland",2519,534,21.2,730,29
0500000US24021,"Frederick County, Maryland",21174,1759,8.3,6145,29
0500000US24023,"Garrett County, Maryland",2483,392,15.8,789,31.8
0500000US24025,"Harford County, Maryland",21160,1930,9.1,7589,35.9
0500000US24027,"Howard County, Maryland",24142,2572,10.7,6477,26.8
0500000US24029,"Kent County, Maryland",2703,210,7.8,738,27.3
0500000US24031,"Montgomery County, Maryland",79045,10001,12.7,18539,23.5
0500000US24033,"Prince George's County, Maryland",98141,12368,12.6,28314,28.9
0500000US24035,"Queen Anne's County, Maryland",3698,502,13.6,1285,34.7
0500000US24037,"St. Mary's County, Maryland",10586,1323,12.5,3024,28.6
0500000US24039,"Somerset County, Maryland",4722,596,12.6,1162,24.6
0500000US24041,"Talbot County, Maryland",2527,408,16.1,992,39.3
0500000US24043,"Washington County, Maryland",12558,2259,18,4235,33.7
0500000US24045,"Wicomico County, Maryland",15801,1352,8.6,4123,26.1
0500000US24047,"Worcester County, Maryland",3897,532,13.7,1702,43.7
0500000US24510,"Baltimore city, Maryland",70542,11965,17,20514,29.1
0500000US25001,"Barnstable County, Massachusetts",15473,1784,11.5,5749,37.2
0500000US25003,"Berkshire County, Massachusetts",12537,1697,13.5,3492,27.9
0500000US25005,"Bristol County, Massachusetts",53554,6896,12.9,17762,33.2
0500000US25007,"Dukes County, Massachusetts",1101,74,6.7,278,25.2
0500000US25009,"Essex County, Massachusetts",70948,10445,14.7,22724,32
0500000US25011,"Franklin County, Massachusetts",5642,728,12.9,1819,32.2
0500000US25013,"Hampden County, Massachusetts",51102,8930,17.5,15324,30
0500000US25015,"Hampshire County, Massachusetts",37306,1705,4.6,3987,10.7
0500000US25017,"Middlesex County, Massachusetts",150507,13870,9.2,40090,26.6
0500000US25019,"Nantucket County, Massachusetts",708,140,19.8,161,22.7
0500000US25021,"Norfolk County, Massachusetts",58433,5112,8.7,15207,26
0500000US25023,"Plymouth County, Massachusetts",43158,4798,11.1,14897,34.5
0500000US25025,"Suffolk County, Massachusetts",116294,9357,8,24621,21.2
0500000US25027,"Worcester County, Massachusetts",80684,8757,10.9,26423,32.7
0500000US26001,"Alcona County, Michigan",528,109,20.6,201,38.1
0500000US26003,"Alger County, Michigan",657,177,26.9,338,51.4
0500000US26005,"Allegan County, Michigan",8897,1561,17.5,3648,41
0500000US26007,"Alpena County, Michigan",2159,320,14.8,540,25
0500000US26009,"Antrim County, Michigan",1472,374,25.4,406,27.6
0500000US26011,"Arenac County, Michigan",1105,201,18.2,555,50.2
0500000US26013,"Baraga County, Michigan",698,201,28.8,356,51
0500000US26015,"Barry County, Michigan",4539,842,18.6,1879,41.4
0500000US26017,"Bay County, Michigan",8976,1162,12.9,3075,34.3
0500000US26019,"Benzie County, Michigan",1098,196,17.9,427,38.9
0500000US26021,"Berrien County, Michigan",13398,2362,17.6,4452,33.2
0500000US26023,"Branch County, Michigan",3481,860,24.7,1323,38
0500000US26025,"Calhoun County, Michigan",12352,1754,14.2,4362,35.3
0500000US26027,"Cass County, Michigan",4273,1055,24.7,1174,27.5
0500000US26029,"Charlevoix County, Michigan",1801,201,11.2,737,40.9
0500000US26031,"Cheboygan County, Michigan",1758,200,11.4,814,46.3
0500000US26033,"Chippewa County, Michigan",4513,561,12.4,1372,30.4
0500000US26035,"Clare County, Michigan",2303,488,21.2,808,35.1
0500000US26037,"Clinton County, Michigan",7422,688,9.3,1628,21.9
0500000US26039,"Crawford County, Michigan",940,204,21.7,385,41
0500000US26041,"Delta County, Michigan",2665,444,16.7,698,26.2
0500000US26043,"Dickinson County, Michigan",1891,536,28.3,624,33
0500000US26045,"Eaton County, Michigan",9618,1125,11.7,3151,32.8
0500000US26047,"Emmet County, Michigan",2566,268,10.4,886,34.5
0500000US26049,"Genesee County, Michigan",37859,7464,19.7,11907,31.5
0500000US26051,"Gladwin County, Michigan",1695,422,24.9,614,36.2
0500000US26053,"Gogebic County, Michigan",1310,204,15.6,419,32
0500000US26055,"Grand Traverse County, Michigan",7174,884,12.3,2237,31.2
0500000US26057,"Gratiot County, Michigan",4923,554,11.3,1932,39.2
0500000US26059,"Hillsdale County, Michigan",4515,631,14,1298,28.7
0500000US26061,"Houghton County, Michigan",7684,449,5.8,1660,21.6
0500000US26063,"Huron County, Michigan",2211,301,13.6,783,35.4
0500000US26065,"Ingham County, Michigan",56416,3341,5.9,9417,16.7
0500000US26067,"Ionia County, Michigan",5951,1010,17,2342,39.4
0500000US26069,"Iosco County, Michigan",1629,411,25.2,528,32.4
0500000US26071,"Iron County, Michigan",618,132,21.4,220,35.6
0500000US26073,"Isabella County, Michigan",21540,1088,5.1,3658,17
0500000US26075,"Jackson County, Michigan",14641,2456,16.8,4446,30.4
0500000US26077,"Kalamazoo County, Michigan",40944,2916,7.1,8364,20.4
0500000US26079,"Kalkaska County, Michigan",1166,232,19.9,478,41
0500000US26081,"Kent County, Michigan",62494,8268,13.2,16670,26.7
0500000US26083,"Keweenaw County, Michigan",101,21,20.8,33,32.7
0500000US26085,"Lake County, Michigan",664,245,36.9,175,26.4
0500000US26087,"Lapeer County, Michigan",7276,1089,15,2706,37.2
0500000US26089,"Leelanau County, Michigan",1414,242,17.1,299,21.1
0500000US26091,"Lenawee County, Michigan",9695,1362,14,3041,31.4
0500000US26093,"Livingston County, Michigan",14573,1839,12.6,4543,31.2
0500000US26095,"Luce County, Michigan",518,133,25.7,256,49.4
0500000US26097,"Mackinac County, Michigan",720,114,15.8,212,29.4
0500000US26099,"Macomb County, Michigan",72700,9922,13.6,21229,29.2
0500000US26101,"Manistee County, Michigan",1963,546,27.8,794,40.4
0500000US26103,"Marquette County, Michigan",10650,686,6.4,2482,23.3
0500000US26105,"Mason County, Michigan",2216,544,24.5,752,33.9
0500000US26107,"Mecosta County, Michigan",8538,744,8.7,1932,22.6
0500000US26109,"Menominee County, Michigan",1680,334,19.9,728,43.3
0500000US26111,"Midland County, Michigan",7674,1007,13.1,2650,34.5
0500000US26113,"Missaukee County, Michigan",1124,159,14.1,552,49.1
0500000US26115,"Monroe County, Michigan",12614,1580,12.5,4489,35.6
0500000US26117,"Montcalm County, Michigan",5203,946,18.2,2190,42.1
0500000US26119,"Montmorency County, Michigan",486,157,32.3,128,26.3
0500000US26121,"Muskegon County, Michigan",15456,2773,17.9,5399,34.9
0500000US26123,"Newaygo County, Michigan",3843,836,21.8,1447,37.7
0500000US26125,"Oakland County, Michigan",99292,11600,11.7,26616,26.8
0500000US26127,"Oceana County, Michigan",2223,666,30,732,32.9
0500000US26129,"Ogemaw County, Michigan",1470,421,28.6,410,27.9
0500000US26131,"Ontonagon County, Michigan",289,90,31.1,62,21.5
0500000US26133,"Osceola County, Michigan",1743,414,23.8,691,39.6
0500000US26135,"Oscoda County, Michigan",545,202,37.1,152,27.9
0500000US26137,"Otsego County, Michigan",1897,389,20.5,752,39.6
0500000US26139,"Ottawa County, Michigan",37097,3265,8.8,9016,24.3
0500000US26141,"Presque Isle County, Michigan",736,119,16.2,203,27.6
0500000US26143,"Roscommon County, Michigan",1350,262,19.4,454,33.6
0500000US26145,"Saginaw County, Michigan",20525,3196,15.6,5702,27.8
0500000US26147,"St. Clair County, Michigan",13108,2187,16.7,4761,36.3
0500000US26149,"St. Joseph County, Michigan",5010,1263,25.2,2051,40.9
0500000US26151,"Sanilac County, Michigan",3172,564,17.8,1241,39.1
0500000US26153,"Schoolcraft County, Michigan",552,92,16.7,297,53.8
0500000US26155,"Shiawassee County, Michigan",6054,849,14,2020,33.4
0500000US26157,"Tuscola County, Michigan",4375,892,20.4,1581,36.1
0500000US26159,"Van Buren County, Michigan",6109,1784,29.2,2060,33.7
0500000US26161,"Washtenaw County, Michigan",63974,3614,5.6,9855,15.4
0500000US26163,"Wayne County, Michigan",175312,32961,18.8,53862,30.7
0500000US26165,"Wexford County, Michigan",2432,462,19,957,39.4
0500000US27001,"Aitkin County, Minnesota",833,162,19.4,353,42.4
0500000US27003,"Anoka County, Minnesota",27471,4374,15.9,8871,32.3
0500000US27005,"Becker County, Minnesota",2302,427,18.5,879,38.2
0500000US27007,"Beltrami County, Minnesota",6595,843,12.8,1628,24.7
0500000US27009,"Benton County, Minnesota",3394,428,12.6,916,27
0500000US27011,"Big Stone County, Minnesota",314,136,43.3,65,20.7
0500000US27013,"Blue Earth County, Minnesota",14686,451,3.1,2332,15.9
0500000US27015,"Brown County, Minnesota",2464,211,8.6,712,28.9
0500000US27017,"Carlton County, Minnesota",2727,375,13.8,935,34.3
0500000US27019,"Carver County, Minnesota",7217,947,13.1,1925,26.7
0500000US27021,"Cass County, Minnesota",1850,333,18,818,44.2
0500000US27023,"Chippewa County, Minnesota",922,209,22.7,274,29.7
0500000US27025,"Chisago County, Minnesota",4219,807,19.1,1593,37.8
0500000US27027,"Clay County, Minnesota",10207,528,5.2,2488,24.4
0500000US27029,"Clearwater County, Minnesota",620,129,20.8,232,37.4
0500000US27031,"Cook County, Minnesota",279,33,11.8,72,25.8
0500000US27033,"Cottonwood County, Minnesota",901,265,29.4,332,36.8
0500000US27035,"Crow Wing County, Minnesota",4618,592,12.8,1350,29.2
0500000US27037,"Dakota County, Minnesota",32315,4324,13.4,9765,30.2
0500000US27039,"Dodge County, Minnesota",1555,207,13.3,601,38.6
0500000US27041,"Douglas County, Minnesota",2855,327,11.5,721,25.3
0500000US27043,"Faribault County, Minnesota",928,145,15.6,316,34.1
0500000US27045,"Fillmore County, Minnesota",1431,311,21.7,445,31.1
0500000US27047,"Freeborn County, Minnesota",2202,350,15.9,806,36.6
0500000US27049,"Goodhue County, Minnesota",3392,502,14.8,1252,36.9
0500000US27051,"Grant County, Minnesota",402,63,15.7,118,29.4
0500000US27053,"Hennepin County, Minnesota",108824,13191,12.1,24538,22.5
0500000US27055,"Houston County, Minnesota",1373,162,11.8,416,30.3
0500000US27057,"Hubbard County, Minnesota",1221,243,19.9,519,42.5
0500000US27059,"Isanti County, Minnesota",2882,377,13.1,1226,42.5
0500000US27061,"Itasca County, Minnesota",3168,465,14.7,860,27.1
0500000US27063,"Jackson County, Minnesota",757,81,10.7,212,28
0500000US27065,"Kanabec County, Minnesota",1153,168,14.6,462,40.1
0500000US27067,"Kandiyohi County, Minnesota",3761,704,18.7,904,24
0500000US27069,"Kittson County, Minnesota",298,49,16.4,101,33.9
0500000US27071,"Koochiching County, Minnesota",865,163,18.8,300,34.7
0500000US27073,"Lac qui Parle County, Minnesota",424,99,23.3,143,33.7
0500000US27075,"Lake County, Minnesota",626,83,13.3,262,41.9
0500000US27077,"Lake of the Woods County, Minnesota",240,31,12.9,150,62.5
0500000US27079,"Le Sueur County, Minnesota",2028,259,12.8,789,38.9
0500000US27081,"Lincoln County, Minnesota",364,65,17.9,115,31.6
0500000US27083,"Lyon County, Minnesota",2995,220,7.3,704,23.5
0500000US27085,"McLeod County, Minnesota",2729,412,15.1,759,27.8
0500000US27087,"Mahnomen County, Minnesota",429,118,27.5,176,41
0500000US27089,"Marshall County, Minnesota",653,133,20.4,229,35.1
0500000US27091,"Martin County, Minnesota",1425,280,19.6,423,29.7
0500000US27093,"Meeker County, Minnesota",1612,325,20.2,600,37.2
0500000US27095,"Mille Lacs County, Minnesota",1836,338,18.4,613,33.4
0500000US27097,"Morrison County, Minnesota",2416,391,16.2,848,35.1
0500000US27099,"Mower County, Minnesota",3499,959,27.4,820,23.4
0500000US27101,"Murray County, Minnesota",540,102,18.9,176,32.6
0500000US27103,"Nicollet County, Minnesota",4412,166,3.8,655,14.8
0500000US27105,"Nobles County, Minnesota",2036,837,41.1,597,29.3
0500000US27107,"Norman County, Minnesota",459,66,14.4,146,31.8
0500000US27109,"Olmsted County, Minnesota",11468,1605,14,3130,27.3
0500000US27111,"Otter Tail County, Minnesota",4042,662,16.4,1256,31.1
0500000US27113,"Pennington County, Minnesota",1255,168,13.4,345,27.5
0500000US27115,"Pine County, Minnesota",1982,294,14.8,806,40.7
0500000US27117,"Pipestone County, Minnesota",666,150,22.5,207,31.1
0500000US27119,"Polk County, Minnesota",3164,472,14.9,840,26.5
0500000US27121,"Pope County, Minnesota",694,140,20.2,224,32.3
0500000US27123,"Ramsey County, Minnesota",58311,7401,12.7,14562,25
0500000US27125,"Red Lake County, Minnesota",255,33,12.9,89,34.9
0500000US27127,"Redwood County, Minnesota",1138,197,17.3,399,35.1
0500000US27129,"Renville County, Minnesota",1100,177,16.1,449,40.8
0500000US27131,"Rice County, Minnesota",9592,840,8.8,1782,18.6
0500000US27133,"Rock County, Minnesota",627,90,14.4,230,36.7
0500000US27135,"Roseau County, Minnesota",1151,218,18.9,469,40.7
0500000US27137,"St. Louis County, Minnesota",25689,2315,9,5565,21.7
0500000US27139,"Scott County, Minnesota",9808,1529,15.6,2738,27.9
0500000US27141,"Sherburne County, Minnesota",7582,1242,16.4,2601,34.3
0500000US27143,"Sibley County, Minnesota",1061,200,18.9,408,38.5
0500000US27145,"Stearns County, Minnesota",23863,1661,7,3927,16.5
0500000US27147,"Steele County, Minnesota",2931,455,15.5,964,32.9
0500000US27149,"Stevens County, Minnesota",1967,104,5.3,451,22.9
0500000US27151,"Swift County, Minnesota",705,124,17.6,273,38.7
0500000US27153,"Todd County, Minnesota",1897,462,24.4,525,27.7
0500000US27155,"Traverse County, Minnesota",203,21,10.3,27,13.3
0500000US27157,"Wabasha County, Minnesota",1488,206,13.8,597,40.1
0500000US27159,"Wadena County, Minnesota",1007,225,22.3,279,27.7
0500000US27161,"Waseca County, Minnesota",1290,162,12.6,619,48
0500000US27163,"Washington County, Minnesota",19023,2580,13.6,5504,28.9
0500000US27165,"Watonwan County, Minnesota",853,205,24,342,40.1
0500000US27167,"Wilkin County, Minnesota",440,71,16.1,126,28.6
0500000US27169,"Winona County, Minnesota",10758,474,4.4,2603,24.2
0500000US27171,"Wright County, Minnesota",9014,1447,16.1,2414,26.8
0500000US27173,"Yellow Medicine County, Minnesota",729,115,15.8,276,37.9
0500000US28001,"Adams County, Mississippi",2650,442,16.7,1184,44.7
0500000US28003,"Alcorn County, Mississippi",3096,593,19.2,1057,34.1
0500000US28005,"Amite County, Mississippi",808,190,23.5,359,44.4
0500000US28007,"Attala County, Mississippi",1515,381,25.1,476,31.4
0500000US28009,"Benton County, Mississippi",754,127,16.8,417,55.3
0500000US28011,"Bolivar County, Mississippi",3944,507,12.9,1036,26.3
0500000US28013,"Calhoun County, Mississippi",1248,298,23.9,359,28.8
0500000US28015,"Carroll County, Mississippi",937,329,35.1,298,31.8
0500000US28017,"Chickasaw County, Mississippi",1647,403,24.5,495,30.1
0500000US28019,"Choctaw County, Mississippi",720,108,15,142,19.7
0500000US28021,"Claiborne County, Mississippi",1915,190,9.9,631,33
0500000US28023,"Clarke County, Mississippi",1353,224,16.6,421,31.1
0500000US28025,"Clay County, Mississippi",1875,434,23.1,495,26.4
0500000US28027,"Coahoma County, Mississippi",2778,454,16.3,655,23.6
0500000US28029,"Copiah County, Mississippi",3192,488,15.3,1245,39
0500000US28031,"Covington County, Mississippi",1712,360,21,625,36.5
0500000US28033,"DeSoto County, Mississippi",14308,2595,18.1,3965,27.7
0500000US28035,"Forrest County, Mississippi",12134,1114,9.2,2275,18.7
0500000US28037,"Franklin County, Mississippi",612,87,14.2,236,38.6
0500000US28039,"George County, Mississippi",2078,380,18.3,970,46.7
0500000US28041,"Greene County, Mississippi",1199,251,20.9,479,39.9
0500000US28043,"Grenada County, Mississippi",2089,746,35.7,657,31.5
0500000US28045,"Hancock County, Mississippi",3644,652,17.9,1088,29.9
0500000US28047,"Harrison County, Mississippi",20657,3059,14.8,6809,33
0500000US28049,"Hinds County, Mississippi",29431,5086,17.3,7369,25
0500000US28051,"Holmes County, Mississippi",2364,326,13.8,946,40
0500000US28053,"Humphreys County, Mississippi",845,208,24.6,291,34.4
0500000US28055,"Issaquena County, Mississippi",85,33,38.8,31,36.5
0500000US28057,"Itawamba County, Mississippi",2583,206,8,913,35.3
0500000US28059,"Jackson County, Mississippi",12412,2283,18.4,3730,30.1
0500000US28061,"Jasper County, Mississippi",1445,270,18.7,600,41.5
0500000US28063,"Jefferson County, Mississippi",854,136,15.9,295,34.5
0500000US28065,"Jefferson Davis County, Mississippi",1072,262,24.4,444,41.4
0500000US28067,"Jones County, Mississippi",6333,1157,18.3,1910,30.2
0500000US28069,"Kemper County, Mississippi",1282,405,31.6,281,21.9
0500000US28071,"Lafayette County, Mississippi",13296,574,4.3,2137,16.1
0500000US28073,"Lamar County, Mississippi",5929,753,12.7,1329,22.4
0500000US28075,"Lauderdale County, Mississippi",8028,1434,17.9,2805,34.9
0500000US28077,"Lawrence County, Mississippi",1101,227,20.6,476,43.2
0500000US28079,"Leake County, Mississippi",2060,584,28.3,799,38.8
0500000US28081,"Lee County, Mississippi",7329,1427,19.5,2115,28.9
0500000US28083,"Leflore County, Mississippi",3716,637,17.1,1247,33.6
0500000US28085,"Lincoln County, Mississippi",3230,518,16,1255,38.9
0500000US28087,"Lowndes County, Mississippi",6362,1023,16.1,1536,24.1
0500000US28089,"Madison County, Mississippi",8580,1318,15.4,1934,22.5
0500000US28091,"Marion County, Mississippi",2203,609,27.6,671,30.5
0500000US28093,"Marshall County, Mississippi",3782,543,14.4,1273,33.7
0500000US28095,"Monroe County, Mississippi",3127,678,21.7,910,29.1
0500000US28097,"Montgomery County, Mississippi",1116,300,26.9,506,45.3
0500000US28099,"Neshoba County, Mississippi",2545,632,24.8,521,20.5
0500000US28101,"Newton County, Mississippi",2243,402,17.9,673,30
0500000US28103,"Noxubee County, Mississippi",996,211,21.2,335,33.6
0500000US28105,"Oktibbeha County, Mississippi",15763,620,3.9,1619,10.3
0500000US28107,"Panola County, Mississippi",3225,795,24.7,1303,40.4
0500000US28109,"Pearl River County, Mississippi",5313,746,14,1713,32.2
0500000US28111,"Perry County, Mississippi",1016,315,31,284,28
0500000US28113,"Pike County, Mississippi",3780,1011,26.7,1234,32.6
0500000US28115,"Pontotoc County, Mississippi",2769,413,14.9,852,30.8
0500000US28117,"Prentiss County, Mississippi",2806,573,20.4,927,33
0500000US28119,"Quitman County, Mississippi",721,77,10.7,264,36.6
0500000US28121,"Rankin County, Mississippi",11667,1777,15.2,3130,26.8
0500000US28123,"Scott County, Mississippi",2461,564,22.9,807,32.8
0500000US28125,"Sharkey County, Mississippi",474,148,31.2,146,30.8
0500000US28127,"Simpson County, Mississippi",2373,538,22.7,850,35.8
0500000US28129,"Smith County, Mississippi",1532,382,24.9,599,39.1
